4410,60000
3990,50000
4340,58000
3510,63900
3420,28000
3420,54000
5495,44700
3480,47000
7424,50000
3460,57250
3630,67000
3630,52500
3480,42000
3460,57500
3180,33000
3635,34400
3960,40000
4350,40500
3930,46500
3570,52000
3600,53000
2520,53900
3480,50000
3180,55500
3290,56000
4000,60000
2325,60000
4350,69500
3540,72000
3960,92500
2640,40500
2700,42000
2700,47900
3180,52000
3500,62000
3630,41000
6000,138300
3150,42000
3792,47000
3510,64500
3120,46000
3000,58000
4200,70100
2817,78500
3240,87250
2800,70800
3816,56000
3185,48000
6321,68000
3650,79000
4700,80000
6615,87000
3850,25000
3970,32500
3000,36000
4352,42500
3630,43000
3600,50000
3000,26000
3000,30000
2787,34000
3000,52000
4770,70000
3649,27000
3970,32500
2910,37200
3480,38000
6615,42000
3500,44500
3450,45000
3450,48500
3520,52000
6930,53900
4600,60000
4360,61000
3450,64500
4410,71000
4600,75500
3640,33500
6000,41000
5400,41000
3640,46200
3640,48500
4040,48900
3640,50000
3640,51000
5640,52500
3600,52500
3600,54000
4632,59000
3640,60000
4900,63000
4510,64000
4100,64900
3640,65000
5680,66000
6300,70000
4000,65500
3960,57000
5960,52000
5830,54000
4500,74500
4100,90000
6750,45000
9000,45000
2550,65000
7152,55000
6450,62000
3360,30000
3264,34000
4000,38000
4000,39000
3069,45000
4040,47000
4040,47500
3185,49000
5900,50000
3120,50000
5450,52900
4040,53000
4080,55000
8080,56000
4040,58500
4080,59500
5800,60000
5885,64000
9667,67000
3420,68100
5800,70000
7600,72000
5400,57500
4995,69900
3000,70000
5500,75000
6450,76900
6210,78000
5000,80000
5000,82000
5828,83000
5200,83000
5500,83900
6350,88500
8250,93000
6000,98000
7700,98500
8880,99000
8880,101000
6480,110000
7000,115442
8875,120000
7155,124000
8960,175000
7350,50000
3850,55000
7000,60000
7770,61000
7440,106000
7500,155000
8100,141000
3900,62500
2970,70000
3000,73000
10500,80000
5500,80000
4500,88000
3850,49000
4130,52000
4046,59500
4079,60000
4000,64000
9860,64500
7000,68500
7980,78500
6800,86000
4300,86900
10269,75000
6100,78000
6420,95000
12090,97000
6600,107000
6600,130000
8580,145000
9960,175000
10700,72000
15600,84900
13200,99000
9000,114000
7950,120000
16200,145000
6100,79000
6360,82000
6420,85000
6360,100500
6540,122000
6420,126500
6550,133000
5750,140000
7420,190000
7160,84000
4000,97000
9000,103500
6550,112500
13200,140000
7085,74700
6600,78000
6900,78900
11460,83900
7020,85000
6540,85000
8000,86000
9620,86900
10500,94500
5020,96000
7440,106000
6600,72000
7200,74500
6710,77000
6660,80750
7000,82900
7231,85000
7410,92500
7800,76000
6825,77500
6360,80000
6600,80000
6900,86000
6600,87000
6420,87500
6600,89000
6600,89900
9000,90000
6500,95000
6360,112000
5300,31900
2850,52000
6400,90000
11175,1.00E+05
6750,91700
7500,174500
6000,94700
10240,68000
5136,80000
3400,61100
2880,62900
3840,65500
2870,66000
5320,49500
3512,50000
3480,53500
3600,58550
3520,64500
5320,65000
6040,69000
11410,73000
8400,75000
5300,75000
7800,132000
3520,60000
5360,65000
6862,69000
3520,51900
4050,57000
3520,65000
4400,79500
5720,72500
11440,104900
7482,114900
5500,120000
4320,58000
5400,67000
4320,67000
4815,69000
6100,73000
7980,73500
6050,74900
3800,75000
5400,79500
6000,120900
2398,44555
2145,47000
2145,47600
2145,49000
2610,49000
1950,49000
2145,49500
2275,52000
2856,54000
2015,55000
2176,55000
2145,56000
2145,60000
2787,60500
9500,50000
4990,64900
6670,93000
6254,85000
10360,61500
5500,88500
5450,88000
5500,89000
6000,89500
5700,95000
6600,95500
4000,51500
4880,62900
4880,118500
8050,42900
8100,44100
5880,47000
5880,50000
12944,50000
6020,53000
4050,53000
8400,54000
5600,58500
5985,59000
4500,60000
4920,62900
8250,64000
8400,65000
6440,67900
8100,68500
6720,70000
5948,70500
8150,71500
4800,71900
9800,75000
8520,75000
8372,87000
4040,64000
4646,70000
4775,47500
4950,62600
5010,66000
6060,58900
3584,53000
6000,95000
6000,96500
6240,101000
6000,102000
7680,103000
6000,105000
6000,108000
6000,110000
6000,113000
7475,120000
5150,105000
6325,106000
6000,107500
6000,108000
6000,113750
7000,120000
12900,70000
7686,71000
5000,82000
5800,82000
6000,82500
4800,83000
6500,84000
7320,85000
6525,85000
4800,91500
6000,94000
6000,103000
6000,105000
6000,105000
